"","State","Date","WindGustSpeed","WindCata"
"24918","Northern Territory","2016-02-08",63,"MinorHazard"
"24919","Northern Territory","2016-02-09",54,"Safe"
"24920","Northern Territory","2016-02-10",52,"Safe"
"24921","Northern Territory","2016-02-11",56,"Safe"
"24922","Northern Territory","2016-02-12",39,"Safe"
"24923","Northern Territory","2016-02-13",48,"Safe"
"24924","Northern Territory","2016-02-14",67,"MinorHazard"
"24925","Northern Territory","2016-02-15",70,"MinorHazard"
"24926","Northern Territory","2016-02-16",59,"Safe"
"24927","Northern Territory","2016-02-17",43,"Safe"
"24928","Northern Territory","2016-02-18",41,"Safe"
"24929","Northern Territory","2016-02-19",57,"Safe"
"24930","Northern Territory","2016-02-20",37,"Safe"
"24931","Northern Territory","2016-02-21",52,"Safe"
"24932","Northern Territory","2016-02-22",43,"Safe"
"24933","Northern Territory","2016-02-23",65,"MinorHazard"
"24934","Northern Territory","2016-02-24",57,"Safe"
"24935","Northern Territory","2016-02-25",70,"MinorHazard"
"24936","Northern Territory","2016-02-26",39,"Safe"
"24937","Northern Territory","2016-02-27",39,"Safe"
"24938","Northern Territory","2016-02-28",37,"Safe"
"24939","Northern Territory","2016-02-29",35,"Safe"
"24940","Northern Territory","2016-03-01",41,"Safe"
"24941","Northern Territory","2016-03-02",44,"Safe"
"24942","Northern Territory","2016-03-03",50,"Safe"
"24943","Northern Territory","2016-03-04",39,"Safe"
"24944","Northern Territory","2016-03-05",67,"MinorHazard"
"24945","Northern Territory","2016-03-06",54,"Safe"
"24946","Northern Territory","2016-03-07",43,"Safe"
"24947","Northern Territory","2016-03-08",54,"Safe"
"24948","Northern Territory","2016-03-09",39,"Safe"
"24949","Northern Territory","2016-03-10",33,"Safe"
"24950","Northern Territory","2016-03-11",50,"Safe"
"24951","Northern Territory","2016-03-12",48,"Safe"
"24952","Northern Territory","2016-03-13",44,"Safe"
"24953","Northern Territory","2016-03-14",56,"Safe"
"24954","Northern Territory","2016-03-15",70,"MinorHazard"
"24955","Northern Territory","2016-03-16",50,"Safe"
"24956","Northern Territory","2016-03-17",56,"Safe"
"24957","Northern Territory","2016-03-18",48,"Safe"
"24958","Northern Territory","2016-03-19",67,"MinorHazard"
"24959","Northern Territory","2016-03-20",59,"Safe"
"24960","Northern Territory","2016-03-21",33,"Safe"
"24961","Northern Territory","2016-03-22",46,"Safe"
"24962","Northern Territory","2016-03-23",41,"Safe"
"24963","Northern Territory","2016-03-24",41,"Safe"
"24964","Northern Territory","2016-03-25",39,"Safe"
"24965","Northern Territory","2016-03-26",50,"Safe"
"24966","Northern Territory","2016-03-27",41,"Safe"
"24967","Northern Territory","2016-03-28",46,"Safe"
"24968","Northern Territory","2016-03-29",37,"Safe"
"24969","Northern Territory","2016-03-30",37,"Safe"
"24970","Northern Territory","2016-03-31",56,"Safe"
"24971","Northern Territory","2016-04-01",46,"Safe"
"24972","Northern Territory","2016-04-02",57,"Safe"
"24973","Northern Territory","2016-04-03",48,"Safe"
"24974","Northern Territory","2016-04-04",46,"Safe"
"24975","Northern Territory","2016-04-05",33,"Safe"
"24976","Northern Territory","2016-04-06",46,"Safe"
"24977","Northern Territory","2016-04-07",52,"Safe"
"24978","Northern Territory","2016-04-08",43,"Safe"
"24979","Northern Territory","2016-04-09",43,"Safe"
"24980","Northern Territory","2016-04-10",50,"Safe"
"24981","Northern Territory","2016-04-11",46,"Safe"
"24982","Northern Territory","2016-04-12",43,"Safe"
"24983","Northern Territory","2016-04-13",44,"Safe"
"24984","Northern Territory","2016-04-14",44,"Safe"
"24985","Northern Territory","2016-04-15",35,"Safe"
"24986","Northern Territory","2016-04-16",39,"Safe"
"24987","Northern Territory","2016-04-17",37,"Safe"
"24988","Northern Territory","2016-04-18",37,"Safe"
"24989","Northern Territory","2016-04-19",31,"Safe"
"24990","Northern Territory","2016-04-20",41,"Safe"
"24991","Northern Territory","2016-04-21",43,"Safe"
"24992","Northern Territory","2016-04-22",48,"Safe"
"24993","Northern Territory","2016-04-23",52,"Safe"
"24994","Northern Territory","2016-04-24",56,"Safe"
"24995","Northern Territory","2016-04-25",57,"Safe"
"24996","Northern Territory","2016-04-26",37,"Safe"
"24997","Northern Territory","2016-04-27",33,"Safe"
"24998","Northern Territory","2016-04-28",37,"Safe"
"24999","Northern Territory","2016-04-30",48,"Safe"
"25000","Northern Territory","2016-05-02",35,"Safe"
"25001","Northern Territory","2016-05-03",61,"Safe"
"25002","Northern Territory","2016-05-04",39,"Safe"
"25003","Northern Territory","2016-05-05",39,"Safe"
"25004","Northern Territory","2016-05-06",37,"Safe"
"25005","Northern Territory","2016-05-07",52,"Safe"
"25006","Northern Territory","2016-05-08",56,"Safe"
"25007","Northern Territory","2016-05-09",35,"Safe"
"25008","Northern Territory","2016-05-10",52,"Safe"
"25009","Northern Territory","2016-05-11",46,"Safe"
"25010","Northern Territory","2016-05-12",46,"Safe"
"25011","Northern Territory","2016-05-13",52,"Safe"
"25012","Northern Territory","2016-05-14",43,"Safe"
"25013","Northern Territory","2016-05-15",44,"Safe"
"25014","Northern Territory","2016-05-16",48,"Safe"
"25015","Northern Territory","2016-05-17",39,"Safe"
"25016","Northern Territory","2016-05-18",43,"Safe"
"25017","Northern Territory","2016-05-19",44,"Safe"
"25018","Northern Territory","2016-05-20",43,"Safe"
"25019","Northern Territory","2016-05-21",41,"Safe"
"25020","Northern Territory","2016-05-22",37,"Safe"
"25021","Northern Territory","2016-05-23",37,"Safe"
"25022","Northern Territory","2016-05-24",31,"Safe"
"25023","Northern Territory","2016-05-25",33,"Safe"
"25024","Northern Territory","2016-05-26",41,"Safe"
"25025","Northern Territory","2016-05-27",37,"Safe"
"25026","Northern Territory","2016-05-28",31,"Safe"
"25027","Northern Territory","2016-05-29",33,"Safe"
"25028","Northern Territory","2016-05-30",35,"Safe"
"25029","Northern Territory","2016-05-31",33,"Safe"
"25030","Northern Territory","2016-06-01",39,"Safe"
"25031","Northern Territory","2016-06-02",35,"Safe"
"25032","Northern Territory","2016-06-03",30,"Safe"
"25033","Northern Territory","2016-06-04",28,"Safe"
"25034","Northern Territory","2016-06-05",35,"Safe"
"25035","Northern Territory","2016-06-06",30,"Safe"
"25036","Northern Territory","2016-06-07",46,"Safe"
"25037","Northern Territory","2016-06-08",50,"Safe"
"25038","Northern Territory","2016-06-09",41,"Safe"
"25039","Northern Territory","2016-06-10",37,"Safe"
"25040","Northern Territory","2016-06-11",52,"Safe"
"25041","Northern Territory","2016-06-12",50,"Safe"
"25042","Northern Territory","2016-06-13",44,"Safe"
"25043","Northern Territory","2016-06-14",48,"Safe"
"25044","Northern Territory","2016-06-15",48,"Safe"
"25045","Northern Territory","2016-06-16",43,"Safe"
"25046","Northern Territory","2016-06-17",35,"Safe"
"25047","Northern Territory","2016-06-18",30,"Safe"
"25048","Northern Territory","2016-06-19",33,"Safe"
"25049","Northern Territory","2016-06-20",41,"Safe"
"25050","Northern Territory","2016-06-21",33,"Safe"
"25051","Northern Territory","2016-06-22",31,"Safe"
"25052","Northern Territory","2016-06-23",33,"Safe"
"25053","Northern Territory","2016-06-24",44,"Safe"
"25054","Northern Territory","2016-06-25",37,"Safe"
"25055","Northern Territory","2016-06-26",43,"Safe"
"25056","Northern Territory","2016-06-27",39,"Safe"
"25057","Northern Territory","2016-06-28",48,"Safe"
"25058","Northern Territory","2016-06-29",54,"Safe"
"25059","Northern Territory","2016-06-30",39,"Safe"
"25060","Northern Territory","2016-07-01",48,"Safe"
"25061","Northern Territory","2016-07-02",52,"Safe"
"25062","Northern Territory","2016-07-03",41,"Safe"
"25063","Northern Territory","2016-07-04",56,"Safe"
"25064","Northern Territory","2016-07-05",41,"Safe"
"25065","Northern Territory","2016-07-06",41,"Safe"
"25066","Northern Territory","2016-07-07",50,"Safe"
"25067","Northern Territory","2016-07-08",43,"Safe"
"25068","Northern Territory","2016-07-09",65,"MinorHazard"
"25069","Northern Territory","2016-07-10",48,"Safe"
"25070","Northern Territory","2016-07-11",35,"Safe"
"25071","Northern Territory","2016-07-12",39,"Safe"
"25072","Northern Territory","2016-07-14",56,"Safe"
"25073","Northern Territory","2016-07-15",52,"Safe"
"25074","Northern Territory","2016-07-16",44,"Safe"
"25075","Northern Territory","2016-07-17",37,"Safe"
"25076","Northern Territory","2016-07-18",35,"Safe"
"25077","Northern Territory","2016-07-19",33,"Safe"
"25078","Northern Territory","2016-07-20",35,"Safe"
"25079","Northern Territory","2016-07-21",44,"Safe"
"25080","Northern Territory","2016-07-22",39,"Safe"
"25081","Northern Territory","2016-07-23",35,"Safe"
"25082","Northern Territory","2016-07-24",46,"Safe"
"25083","Northern Territory","2016-07-25",46,"Safe"
"25084","Northern Territory","2016-07-26",43,"Safe"
"25085","Northern Territory","2016-07-27",50,"Safe"
"25086","Northern Territory","2016-07-28",48,"Safe"
"25087","Northern Territory","2016-07-29",44,"Safe"
"25088","Northern Territory","2016-07-30",44,"Safe"
"25089","Northern Territory","2016-07-31",39,"Safe"
"25090","Northern Territory","2016-08-01",59,"Safe"
"25091","Northern Territory","2016-08-02",56,"Safe"
"25092","Northern Territory","2016-08-03",50,"Safe"
"25093","Northern Territory","2016-08-04",46,"Safe"
"25094","Northern Territory","2016-08-05",44,"Safe"
"25095","Northern Territory","2016-08-06",44,"Safe"
"25096","Northern Territory","2016-08-07",39,"Safe"
"25097","Northern Territory","2016-08-08",41,"Safe"
"25098","Northern Territory","2016-08-09",44,"Safe"
"25099","Northern Territory","2016-08-10",48,"Safe"
"25100","Northern Territory","2016-08-11",46,"Safe"
"25101","Northern Territory","2016-08-12",50,"Safe"
"25102","Northern Territory","2016-08-13",48,"Safe"
"25103","Northern Territory","2016-08-14",48,"Safe"
"25104","Northern Territory","2016-08-15",52,"Safe"
"25105","Northern Territory","2016-08-16",41,"Safe"
"25106","Northern Territory","2016-08-17",46,"Safe"
"25107","Northern Territory","2016-08-18",48,"Safe"
"25108","Northern Territory","2016-08-19",52,"Safe"
"25109","Northern Territory","2016-08-20",52,"Safe"
"25110","Northern Territory","2016-08-21",59,"Safe"
"25111","Northern Territory","2016-08-22",37,"Safe"
"25112","Northern Territory","2016-08-23",61,"Safe"
"25113","Northern Territory","2016-08-24",39,"Safe"
"25114","Northern Territory","2016-08-25",37,"Safe"
"25115","Northern Territory","2016-08-26",46,"Safe"
"25116","Northern Territory","2016-08-27",50,"Safe"
"25117","Northern Territory","2016-08-28",59,"Safe"
"25118","Northern Territory","2016-08-29",50,"Safe"
"25119","Northern Territory","2016-08-30",39,"Safe"
"25120","Northern Territory","2016-08-31",43,"Safe"
"25121","Northern Territory","2016-09-01",70,"MinorHazard"
"25122","Northern Territory","2016-09-02",50,"Safe"
"25123","Northern Territory","2016-09-03",37,"Safe"
"25124","Northern Territory","2016-09-04",59,"Safe"
"25125","Northern Territory","2016-09-05",44,"Safe"
"25126","Northern Territory","2016-09-06",41,"Safe"
"25127","Northern Territory","2016-09-07",43,"Safe"
"25128","Northern Territory","2016-09-08",48,"Safe"
"25129","Northern Territory","2016-09-09",41,"Safe"
"25130","Northern Territory","2016-09-10",44,"Safe"
"25131","Northern Territory","2016-09-11",46,"Safe"
"25132","Northern Territory","2016-09-12",43,"Safe"
"25133","Northern Territory","2016-09-13",46,"Safe"
"25134","Northern Territory","2016-09-14",41,"Safe"
"25135","Northern Territory","2016-09-15",31,"Safe"
"25136","Northern Territory","2016-09-16",59,"Safe"
"25137","Northern Territory","2016-09-17",54,"Safe"
"25138","Northern Territory","2016-09-18",54,"Safe"
"25139","Northern Territory","2016-09-19",54,"Safe"
"25140","Northern Territory","2016-09-20",61,"Safe"
"25141","Northern Territory","2016-09-21",39,"Safe"
"25142","Northern Territory","2016-09-22",39,"Safe"
"25143","Northern Territory","2016-09-23",54,"Safe"
"25144","Northern Territory","2016-09-24",48,"Safe"
"25145","Northern Territory","2016-09-25",43,"Safe"
"25146","Northern Territory","2016-09-26",35,"Safe"
"25147","Northern Territory","2016-09-27",52,"Safe"
"25148","Northern Territory","2016-09-28",76,"MinorHazard"
"25149","Northern Territory","2016-09-29",69,"MinorHazard"
"25150","Northern Territory","2016-09-30",46,"Safe"
"25151","Northern Territory","2016-10-01",76,"MinorHazard"
"25152","Northern Territory","2016-10-02",67,"MinorHazard"
"25153","Northern Territory","2016-10-03",41,"Safe"
"25154","Northern Territory","2016-10-04",50,"Safe"
"25155","Northern Territory","2016-10-05",39,"Safe"
"25156","Northern Territory","2016-10-06",44,"Safe"
"25157","Northern Territory","2016-10-07",46,"Safe"
"25158","Northern Territory","2016-10-08",50,"Safe"
"25159","Northern Territory","2016-10-09",56,"Safe"
"25160","Northern Territory","2016-10-11",52,"Safe"
"25161","Northern Territory","2016-10-12",56,"Safe"
"25162","Northern Territory","2016-10-13",41,"Safe"
"25163","Northern Territory","2016-10-14",39,"Safe"
"25164","Northern Territory","2016-10-15",52,"Safe"
"25165","Northern Territory","2016-10-16",57,"Safe"
"25166","Northern Territory","2016-10-17",44,"Safe"
"25167","Northern Territory","2016-10-18",41,"Safe"
"25168","Northern Territory","2016-10-19",44,"Safe"
"25169","Northern Territory","2016-10-20",67,"MinorHazard"
"25170","Northern Territory","2016-10-21",59,"Safe"
"25171","Northern Territory","2016-10-22",46,"Safe"
"25172","Northern Territory","2016-10-23",44,"Safe"
"25173","Northern Territory","2016-10-24",39,"Safe"
"25174","Northern Territory","2016-10-25",50,"Safe"
"25175","Northern Territory","2016-10-26",56,"Safe"
"25176","Northern Territory","2016-10-27",48,"Safe"
"25177","Northern Territory","2016-10-28",39,"Safe"
"25178","Northern Territory","2016-10-29",54,"Safe"
"25179","Northern Territory","2016-10-30",57,"Safe"
"25180","Northern Territory","2016-10-31",46,"Safe"
"25181","Northern Territory","2016-11-01",52,"Safe"
"25182","Northern Territory","2016-11-02",52,"Safe"
"25183","Northern Territory","2016-11-03",44,"Safe"
"25184","Northern Territory","2016-11-04",39,"Safe"
"25185","Northern Territory","2016-11-05",76,"MinorHazard"
"25186","Northern Territory","2016-11-06",41,"Safe"
"25187","Northern Territory","2016-11-07",59,"Safe"
"25188","Northern Territory","2016-11-08",52,"Safe"
"25189","Northern Territory","2016-11-09",48,"Safe"
"25190","Northern Territory","2016-11-10",69,"MinorHazard"
"25191","Northern Territory","2016-11-11",96,"Damaging"
"25192","Northern Territory","2016-11-12",57,"Safe"
"25193","Northern Territory","2016-11-13",46,"Safe"
"25194","Northern Territory","2016-11-14",72,"MinorHazard"
"25195","Northern Territory","2016-11-15",44,"Safe"
"25196","Northern Territory","2016-11-16",44,"Safe"
"25197","Northern Territory","2016-11-17",54,"Safe"
"25198","Northern Territory","2016-11-18",76,"MinorHazard"
"25199","Northern Territory","2016-11-19",57,"Safe"
"25200","Northern Territory","2016-11-20",46,"Safe"
"25201","Northern Territory","2016-11-21",59,"Safe"
"25202","Northern Territory","2016-11-22",57,"Safe"
"25203","Northern Territory","2016-11-23",52,"Safe"
"25204","Northern Territory","2016-11-24",50,"Safe"
"25205","Northern Territory","2016-11-25",44,"Safe"
"25206","Northern Territory","2016-11-26",50,"Safe"
"25207","Northern Territory","2016-11-27",48,"Safe"
"25208","Northern Territory","2016-11-28",56,"Safe"
"25209","Northern Territory","2016-11-29",63,"MinorHazard"
"25210","Northern Territory","2016-11-30",61,"Safe"
"25211","Northern Territory","2016-12-01",67,"MinorHazard"
"25212","Northern Territory","2016-12-02",61,"Safe"
"25213","Northern Territory","2016-12-03",57,"Safe"
"25214","Northern Territory","2016-12-04",69,"MinorHazard"
"25215","Northern Territory","2016-12-05",69,"MinorHazard"
"25216","Northern Territory","2016-12-06",50,"Safe"
"25217","Northern Territory","2016-12-07",37,"Safe"
"25218","Northern Territory","2016-12-08",57,"Safe"
"25219","Northern Territory","2016-12-09",48,"Safe"
"25220","Northern Territory","2016-12-10",52,"Safe"
"25221","Northern Territory","2016-12-11",48,"Safe"
"25222","Northern Territory","2016-12-12",67,"MinorHazard"
"25223","Northern Territory","2016-12-13",70,"MinorHazard"
"25224","Northern Territory","2016-12-14",57,"Safe"
"25225","Northern Territory","2016-12-15",57,"Safe"
"25226","Northern Territory","2016-12-16",46,"Safe"
"25227","Northern Territory","2016-12-17",52,"Safe"
"25228","Northern Territory","2016-12-18",57,"Safe"
"25229","Northern Territory","2016-12-19",54,"Safe"
"25230","Northern Territory","2016-12-20",59,"Safe"
"25231","Northern Territory","2016-12-21",57,"Safe"
"25232","Northern Territory","2016-12-22",46,"Safe"
"25233","Northern Territory","2016-12-23",50,"Safe"
"25234","Northern Territory","2016-12-24",48,"Safe"
"25235","Northern Territory","2016-12-25",54,"Safe"
"25236","Northern Territory","2016-12-26",72,"MinorHazard"
"25237","Northern Territory","2016-12-27",63,"MinorHazard"
"25238","Northern Territory","2016-12-28",59,"Safe"
"25239","Northern Territory","2016-12-29",46,"Safe"
"25240","Northern Territory","2016-12-30",52,"Safe"
"25241","Northern Territory","2016-12-31",57,"Safe"
